Author_id,Name
3431,Kathleen Norris
3432,Ashley Warlick
3433,"George Eliot,Gordon S. Haight,Dinah Birch"
3434,Kitty Ray
3435,Geraldine Brooks
3436,Rita Golden Gelman
3437,F. Paul Wilson
3438,P. C. Cast
3439,"KARLA /LANSDOWNE/SAVE HOCKER,Judith A. Lansdowne,H"
3440,Sarah Gallick
3441,"Maggie Haberman,Jeane MacIntosh"
3442,P. B. Ryan
3443,Maddy Hunter
3444,Sherrilyn Kenyon
3445,Jill Churchill
3446,Jenna McKnight
3447,Katie MacAlister
3448,"Susan Krinard,Tanith Lee,Evelyn Vaughn"
3449,T.R. Reid
3450,"Lisa Kleypas,Kinley MacGregor,Julia Quinn"
3451,Rebecca York
3452,Stephen A. Bly
3453,Warren Dunford
3454,Albert Murray
3455,"Charles Dickens,Elizabeth McCracken"
3456,Nadine Gordimer
3457,E. M. Forster
3458,John Hersey
3459,"Charles Dickens,Kate Flint,Kate Flint"
3460,"Charlotte Brontë,Michael Mason"
3461,Thomas L. Long
3462,Theresa Nelson
3463,William Taylor
3464,Krandall Kraus
3465,Barrett Tillman
3466,"Joyce M. Roche,Marie Rodriguez,Phyllis Schneider"
3467,Rita Ciresi
3468,Leonard B. Scott
3469,Patricia Nell Warren
3470,"Jules Verne,Anthony Bonner"
3471,Jess Stearn
3472,Jean-Christophe Rufin
3473,Torey Hayden
3474,Arthur Conan Doyle
3475,Edgar Allan Poe
3476,Samuel R. Delany
3477,"Roger E. Allen,Stephen D. Allen,Bob Davis,Shirley"
3478,Alesia Holliday
3479,Beatles
3480,Richard N. Patterson
3481,Richard L. Polese
3482,Peace Pilgrim
3483,Barbara Savage
3484,"Loren Eiseley,Gale E. Christianson"
3485,James Bannon
3486,"James O'Reilly,Tara Austen Weaver,Anne Calcagno"
3487,Lesley Downer
3488,David Gates
3489,Thomas Scoville
3490,"W. Somerset Maugham,Somerset Maugham"
3491,T.Coraghessan Boyle
3492,"Nancy Alberts,Karen Jerome"
3493,Valerie Carnes
3494,Bruno Maddox
3495,Sandra Magsamen
3496,Robert Claiborne
3497,"Hugh Prather,Gerald Jampolsky"
3498,Alice Randall
3499,Jennifer Roberson
3500,Thomas Tryon
3501,"L.P. Hartley,Peter Quennell"
3502,Gertrud Muel Nelson
3503,Michael Kunze
3504,John G. Fuller
3505,Charles Barry Townsend
3506,Barbara Hoberman Levine
3507,Jim Dreaver
3508,"Barbara Graham,Victoria Roberts"
3509,Kevin Leman
3510,Lydia Adamson
3511,Margot Adler
3512,Terence Hanbury White
3513,Katherine Mosby
3514,Philippe Djian
3515,Kara Dalkey
3516,Kirsty Gunn
3517,Edward Gorey
3518,Mick Middles
3519,Melvyn Bragg
3520,"Thomas Mann,John E. Woods"
3521,Michael Frayn
3522,"Steve Jackson,Ian Livingstone"
3523,Will Randall
3524,James Hawes
3525,William Makepeace Thackeray
3526,Thomas De Quincey
3527,"Gustave Flaubert,Alan Russell"
3528,Douglas Lindsay
3529,Kathryn Wesley
3530,"Richard L. Zettler,Lee Horne"
3531,Alexandra Fuller
3532,"Bill Cleaver,Vera Cleaver"
3533,Christopher Wright
3534,Linda Bolton
3535,Dana Facaros
3536,Thomas Parsons
3537,Lily Tuck
3538,"Plato,Harold Tarrant,Harold Tarrant,Hugh Tredennic"
3539,"Lewis Carroll,Frans Haacken"
3540,"Eliyahu M. Goldratt,Jeff Cox"
3541,Bettine Von Arnim
3542,Till Raether
3543,Erich Kästner
3544,Jay Parini
3545,Alix Kates Shulman
3546,Emily Carmichael
3547,Phyllis A. Whitney
3548,Michael Wallner
3549,Corina Tettinger
3550,David Congalton
3551,Mary Alice Monroe
3552,Donald E. Knuth
3553,Graham Salisbury
3554,Martine Bates
3555,Sarah Masters Buckey
3556,Robert M. Pirsig
3557,"Jack Henry Abbott,Norman Mailer"
3558,"Michio Kaku,Robert O'Keefe"
3559,Zolar
3560,"Elizabeth Clare Prophet,Patricia R. Spadaro"
3561,Lewis Richmond
3562,Eckhart Tolle
3563,Erich Von Daniken
3564,Genevieve L. Paulson
3565,"Jane Hope,Borin Van Loon"
3566,Rev Ray T. Malbrough
3567,Israel Regardie
3568,"Betty J. Eadie,Melvin Morse"
3569,Father Oscar Lukefahr CM
3570,"R. J. Stewart,R. J. Stewart"
3571,Brother Lawrence
3572,Phyllis Galde
3573,Jan Fries
3574,Denise Linn
3575,Jack Hamm
3576,Kate Horsley
3577,Gary Quinn
3578,Jonathan Dee
3579,Marian Green
3580,Horik Svensson
3581,Llewellyn
3582,Donald Michael Kraig
3583,Osborne Phillips
3584,Andrew McGahan
3585,Kay Redfield Jamison
3586,Guy Damian-Knight
3587,Edward Shorter
3588,Elliot Perlman
3589,Jim Schutze
3590,Michael Dobbs
3591,Geoffrey Chaucer - Edited By A. C. Cawley
3592,Minfong Ho
3593,Nancy Madore
3594,Ursula K Le Guin
3595,"Virgil,David West,David West"
3596,Jean Rhys
3597,Herman Melville
3598,Whitley Strieber
3599,Karen Harper
3600,"Amy R. Kaplan,Michael Keller,Jimmy Thapa"
3601,Raymond Buckland
3602,Anna Maxted
3603,Jon Hassler
3604,Shannon Drake
3605,"Piers Anthony,Robert Kornwise"
3606,Linda Greenlaw
3607,Sheldon Vanauken
3608,"Susan Polis Schutz,Stephen Schutz"
3609,Braun Lilian Jackson
3610,Alison Fraser
3611,Robyn Donald
3612,N. Richard Nash
3613,Wayne W Dyer
3614,Ford Madox Ford
3615,"Brandon,Jay Brandon"
3616,Will Hobbs
3617,Witi Tame Ihimaera
3618,Jose Saramago
3619,"Luis Sepúlveda,François Maspéro"
3620,Landoll Inc.
3621,"Alexandra Stoddard,Marc Romano"
3622,Margot Anand
3623,"Scholastic Books,Ellen Miles"
3624,Ben M. Baglio
3625,"Melinda Blanchard,Robert Blanchard"
3626,Anthony Gottlieb
3627,Richard Littlejohn
3628,Kimeron N. Hardin
3629,Marc-Edouard Nabe
3630,John Lantigua
3631,Ralph Waldo Emerson
3632,Robert Slater
3633,John Gardner
3634,Fred Vargas
3635,Irene B. Brand
3636,"Sir Arthur Conan Doyle,Stanley Appelbaum"
3637,Adam Barrow
3638,Andrews
3639,Andrew Calcutt
3640,Will Ferguson
3641,Alex Flinn
3642,"Oscar Wilde,Ian Small"
3643,"Michael Bernstein,Scott Robertson"
3644,Nick Danziger
3645,Mary Kay Ash
3646,"Marguerite Kelly,Elia Parsons,Rebecca Hirsh"
3647,"Judith Zimmer,Durell Godfrey"
3648,Patricia A. McKillip
3649,Heinrich Boll
3650,"Ken Follett,Till R. Lohmeyer,Christel Rost"
3651,Damien Simonis
3652,"Daniel Robinson,Tony Wheeler"
3653,Cyril Collard
3654,"Marion Zimmer Bradley,Brigitte Chabrol"
3655,"Nicholas Evans,Valérie Malfoy"
3656,"Umberto Eco,Jean-Noël Schifano"
3657,Magnan
3658,Eudora Welty
3659,"Louis Sachar,Vladimir Radunsky,Bagram Ibatoulline"
3660,Kenneth Oppel
3661,"Shelley Moore Thomas,Jennifer Plecas"
3662,Chris Hedges
3663,Julien Gracq
3664,Jerome Klapka Jerome
3665,"Fédor Dostoïevski,Alain Besançon,Albert Mousset"
3666,Montherlant
3667,Luis Sepúlveda
3668,Pam Frankau
3669,"Richard Firstman,Jamie Talan"
3670,Harold Robbins
3671,Sam A. Donaldson Jr.
3672,"Christine McGuire,Carla Norton"
3673,Allan Eckert
3674,Jack Womack
3675,Pierre Pelot
3676,"Michael Cunningham,Anne Damour"
3677,"Stéfan Zweig,Dominique Autrand"
3678,Amélie Nothomb
3679,Clifford D. Simak
3680,Jerome K. Jerome
3681,Georges Simenon
3682,"Patrick Süskind,Bernard Lortholary"
3683,"Haruki Murakami,Rose-Marie Makino-Fayolle"
3684,"L. Sprague De Camp,Lin Carter"
3685,August William Derleth
3686,"H.P. Lovecraft,Robert Bloch"
3687,Sr. Mary Jean Dorcy
3688,J.N. Williamson
3689,Gary Null
3690,Sharan Newman
3691,A E Van Vogt
3692,Brady
3693,Earl B. McElfresh
3694,Adam Braver
3695,Piers Paul Read
3696,"Sydney Omarr,Carl Payne Tobey"
3697,Leonard Barden
3698,Charles H. Goren
3699,Carole Bellacera
3700,Philipp Vandenberg
3701,"Michael Crichton,Jeffery Hudson"
3702,Birgit Schönberger
3703,Zoë Jenny
3704,A. L. Haskett
3705,Mary Jane Maffini
3706,"Judith Arnold,Barbara Keiler"
3707,Christopher Paul Curtis
3708,"Karin Fossum,Gabriele Haefs"
3709,"Joseph Garcia,Burton White"
3710,"Yitta Halberstam,Judith Leventhal,Bernie S. Siegel"
3711,Matt Ridley
3712,Paula Danziger
3713,Thomas K. Landauer
3714,Syed Hussein Alatas
3715,"Jennifer Worick,Kerry Colburn,Anne Higgins"
3716,Millie Stamm
3717,"Charlotte Bronte,Susan Ostrov Weisser"
3718,Millie Criswell
3719,"Jack Canfield,Mark Victor Hansen,Heather McNamara"
3720,Lois Keith
3721,E.D. Hirsch Jr.
3722,Mark Fuhrman
3723,N Collins
3724,Alan Titchmarsh
3725,Milligan
3726,Stephen Fry
3727,"Jonathan Miller,Borin Van Loon"
3728,"Dawna Walter,Mark Franks"
3729,Dawna Walter
3730,"Betty Bethards,Jaclyn Grace"
3731,"Fred Saberhagen,James V. Hart,Bram Stoker"
3732,Alan Aldrich
3733,D H Lawrence
3734,Fiona Walker
3735,"Lance Armstrong,Sally Jenkins"
3736,"Pam Young,Peggy Jones"
3737,"Italo Calvino,Burkhart Kroeber"
3738,Sena Jeter Naslund
3739,Roy Blount Jr.
3740,Edward Abbey
3741,Redmond O'Hanlon
3742,Evan Harris
3743,Shang Chun Shu Cun
3744,Matthew Bunson
3745,Page Bryant
3746,Dennis Wholey
3747,"Robert Louis Stevenson,Jerome Charyn"
3748,Barry Sears
3749,"Barry Sears,Bill Lawren"
3750,"Christian De La Huerta,Matthew Fox"
3751,Jim Morrison
3752,Christine Wiltz
3753,Michael Thomas Ford
3754,Tommy Tune
3755,"Al Franken,Stuart Smalley"
3756,Martin
3757,Ken Sprague
3758,Elan Golomb
3759,Alice A. Bailey
3760,Susan Forward
3761,Jim Davis
3762,Anne Fine
3763,Jean Booker
3764,Alice Mary Connally Fisk
3765,Michael Pollan
3766,Various
3767,Phyllis Richman
3768,Valerie Wolzien
3769,"Bobbie Hinman,Millie Snyder"
3770,"Beverly West,Nancy Peske"
3771,Jean Ure
3772,Karin Yapalater
3773,Nancy Star
3774,JoAnna Carl
3775,Laura Van Wormer
3776,Ginna Gray
3777,Helen R Myers
3778,"Maira Kalman,Tibor Kalman,Steven Heller"
3779,Frank O. Braynard
3780,Todd Strasser
3781,Pamela E. Apkarian-Russell
3782,"Michael Wallis,Suzanne Wallis"
3783,Alex Kotlowitz
3784,Michael Savage
3785,Candice Bergen
3786,George Mair
3787,G. Garfield Crimmins
3788,Ann Linnea
3789,"Barbara Sher,Barbara Smith"
3790,"C.S. Lewis,Fritz Eichenberg"
3791,Phoebe McPhee
3792,"Stephen Fuentes,Melanie Munnell"
3793,Wilson Rawls
3794,Margaret Peterson Haddix
3795,Willo Davis Roberts
3796,Barry Denenberg
3797,"Bruce Coville,Gary A. Lippincott"
3798,"Tom Brokaw,Andy Rooney"
3799,J. Lawler
3800,Fred Mustard Stewart
3801,Phil McGraw
3802,"George Orwell,C. M. Woodhouse"
3803,Rudolfo Anaya
3804,Anne Barone
3805,V. C. Andrews
3806,John Forbes
3807,Kay Allenbaugh
3808,Sonja Massie
3809,Susan Campbell Bartoletti
3810,Jeffrey D. Greene
3811,Stuart Friedman
3812,Kate Elliott
3813,Joe Kraynak
3814,Jo Beverley
3815,Cassandra King
3816,Jodi Picoult
3817,Stephen L. Carter
3818,Anchee Min
3819,Jillian Medoff
3820,Lisa Gornick
3821,Betsy Carter
3822,Kyle Mills
3823,Martin J. Smith
3824,Thomas French
3825,Nancy Taylor Rosenberg
3826,Shelby Yastrow
3827,Stanley Pottinger
3828,Amanda Ashley
3829,Julia Quinn
3830,David Wiltse
3831,Sonia Icilyn
3832,McCoy Judi
3833,Charlaine Harris
3834,Suzanne Forster
3835,Alton Gansky
3836,Philip Kerr
3837,J. D. Robb
3838,Stef Ann Holm
3839,Julian Symons
3840,"Better Homes And Gardens Books,Linda Hallam"
3841,"Anonymous,Swami Prabhavananda,Frederick Manchester"
3842,G &amp; R Publishing
3843,Claire Folkard
3844,Abby Kanter
3845,Raymond Pierson
3846,"Phil Gross,Mike Gross"
3847,Nilo Cruz
3848,Reed Arvin
3849,David Rosenfelt
3850,Giles Blunt
3851,Stephen Frey
3852,Austin Clarke
3853,Sue Henry
3854,"Lincoln Child,Douglas Preston"
3855,James W. Hall
3856,Virginia Lanier
3857,James Grippando
3858,"Stephen J. Cannell,Stephen Cannell"
3859,Robin  Cook
3860,"Shane And Sheridan, Jim. Screenplay Based On The B"
3861,Hugh Cook
3862,Alien Stevens
3863,"Stephen Coonts,Jim DeFelice"
3864,John J. Nance
3865,Matthew Reilly
3866,William Kent Krueger
3867,Michael Macdonald Mooney
3868,Allen Drury
3869,Michael Darkow
3870,Maria Elena Morgan
3871,Murray Bail
3872,Jim Karas
3873,Gay Hendricks
3874,Marilyn Vos Savant
3875,Curl
3876,Martin V. Riccardo
3877,"Jana Marcus,Katherine Ramsland"
3878,Ruth Maran
3879,Gail Tsukiyama
3880,Jeanne Kalogridis
3881,Andrew X. Pham
3882,Kiana Davenport
3883,Catharina Day
3884,"Malika Oufkir,Michele Fitoussi,Ros Schwartz"
3885,Mckay Jenkins
3886,Patricia Wynn
3887,William Cohen
3888,Theresa Foy DiGeronimo
3889,"Various,Michael Alexander"
3890,Kjersti Hoff Baez
3891,Ray Grigg
3892,Peter Albano
3893,Carol Ryrie Brink
3894,"Rod R. Butterworth,Mickey Flodin"
3895,Andrea Boeshaar
3896,Jane Orcutt
3897,Ashley McConnell
3898,"Margaret; Williams, Michael; Hickman, Tracy; Copyr"
3899,R.A. Salvatore
3900,"Dean Wesley Smith,Kristine Kathryn Rusch"
3901,"Lucretius,Ronald E. Latham,John Godwin"
3902,"Horace,W. G. Shepherd"
3903,Peter Mansfield
3904,Paul Halpern
3905,James Lowder
3906,John Keegan
3907,"G. Lee Bowie,Robert C. Solomon,Meredith W. Michael"
3908,"Ben Bova,Bill Pogue"
3909,"Rachel Bell,Howard Peiper"
3910,"Various,David Norbrook,H. R. Woudhuysen"
3911,Alice Notley
3912,L. E. Modesitt Jr.
3913,"Leo Tolstoy,Rosemary  Edmonds"
3914,"Gerard Del Re,Patricia Del Re"
3915,"Taisha Abelar,Carlos Casteneda"
3916,Michele Jamal
3917,"Duong Thu Huong,Phan Huy Duong,Nina McPherson"
3918,"William Shakespeare,Emrys Jones"
3919,"Friedrich Nietzsche,Michael Tanner,Michael Tanner"
3920,John T. Lawrence
3921,"Herman Melville,Frederick Busch"
3922,Ian Kellam
3923,Nien Cheng
3924,Annie Dillard
3925,Ann Hood
3926,P J O'Rourke
3927,"Edith Wharton,Anita Brookner"
3928,"Antonio Skarmeta,Katherine Silver"
3929,ERNEST HEMINGWAY
3930,Pat Barker
3931,Martina Devlin
3932,Sandra Felton
3933,"Rose Marie Nichols McGee,Maggie Stuckey"
3934,Linda Yang
3935,"Alice Borchardt,Anne Rice"
3936,"Marcelle Karp,Debbie Stoller"
3937,Inga Muscio
3938,"Jane Austen,Caroline G. Mercer"
3939,Kylie Adams
3940,Sherryl Woods
3941,Christie Ridgway
3942,Alice Borchardt
3943,Patricia Cabot
3944,Donna Gillespie
3945,Beverly Brandt
3946,"Lori Schiller,Amanda Bennett"
3947,"John Milton,Christopher Ricks,Christopher Ricks"
3948,"Upton Sinclair,Morris Dickstein"
3949,"Ayn Rand,Leonard Peikoff,Leonard Peikoff"
3950,"F. Scott Fitzgerald,Matthew J. Bruccoli"
3951,"F. Scott Fitzgerald,Edmund Wilson"
3952,Harold M. Silverman
3953,"Henry Blackaby,Richard Blackaby"
3954,Silver RavenWolf
3955,Merlin Stone
3956,"Albert Camus,Matthew Ward"
3957,Christopher Hammond
3958,John Hawkes
3959,Lindsay Faith Rech
3960,"Janet Evanovich,Steffie Hall,Charlotte Hughes"
3961,Elizabeth Young
3962,Paul Rogat Loeb
3963,Alex Kava
3964,Alan Lightman
3965,Josephine Tey
3966,Todd Komarnicki
3967,Tina Wainscott
3968,Stephen Wright
3969,"Joanne M. Dochterman PhD  RN  FAAN,Gloria M. Bulec"
3970,Elizabeth Jolley
3971,Alan Russell
3972,D. C. Brod
3973,John R. Riggs
3974,Gerald Petievich
3975,Charlotte MacLeod
3976,Jonathan Havard
3977,"Neil Shulman,Nei Shulman"
3978,Peter Bebrandt
3979,Joseph Wambaugh
3980,Ed Greenwood
3981,Ursula LeGuin
3982,Richard Bachman
3983,"Marion Zimmer Bradley,Richard Hescox"
3984,Kirk Douglas
3985,"Glenn Dakin,Glenn Dakin"
3986,Jeffrey Robinson
3987,"Honoré De Balzac,Pierre Barbéris"
3988,Richard Bohringer
3989,"Andreï Kourkov,Nathalie Amargier"
3990,Christine Angot
3991,Zoé Valdés
3992,Djian
3993,W &amp; M Hoffer
3994,"Vitaliano Brancati,Patrick Creagh"
3995,Patrick Suskind
3996,Susan Hubbard
3997,"Thomas Noguchi,A. Lyons"
3998,"Andrea Camilleri,Stephen Sartarelli"
3999,Patrick Mccabe
4000,"John Kennedy Toole,J.P. Carasso"
4001,Alan Vanneman
4002,Jean Hager
4003,Odo Hirsch
4004,Glen Cook
4005,"Jonathan Barry,Whitley Strieber"
4006,Jim Silke
4007,Rebecca Bradley
4008,Terry McGarry
4009,Mindy L. Klasky
4010,Nancy McKenzie
4011,Karin Lowachee
4012,K.W. Jeter
4013,Vivian Schilling
4014,W. Steven Brown
4015,Sharon Schulze
4016,"Stanley Smith,Tom Bullimore,Derrick Niederman,Hy C"
4017,Elizabeth McGregor
4018,Ron Koertge
4019,"Laura Esquivel,Miguelanxo Prado,Margaret Sayers Pe"
4020,"David Calder,Stieg Retlin"
4021,"Pam Munoz Ryan,Brian Selznick"
4022,"John R. Erickson,Gerald L. Holmes"
4023,"Frances Hodgson Burnett,Tasha Tudor"
4024,Dean Hughes
4025,Janet Quin-Harkin
4026,Jane Harrington
4027,"Joan Aiken,Pat Marriott"
4028,"Robert C. O'Brien,Zena Bernstein"
4029,Nick West
4030,Colleen O'Shaughnessy McKenna
4031,"Bruce Coville,Katherine Coville"
4032,James Fenimore Cooper
4033,Irene Hunt
4034,Felice Holman
4035,"Louis Sachar,Adam McCauley"
4036,"Beverly Cleary,Paul O. Zelinsky"
4037,"Lisa Norby,Fernado Fernandez"
4038,Rick North
4039,Mildred D. Taylor
4040,"Frances Hodgson Burnett,Robin Lawrie"
4041,"Garth Nix,Leo And Diane Dillon"
4042,Katherine Neville
4043,Monica Hughes
4044,Cameron Dokey
4045,"Scholastic Books,Ellen Reymes"
4046,Deborah Gregory
4047,Eliza Willard
4048,"Neil Gaiman,Dave McKean"
4049,Andrew Matthews
4050,Girling
4051,"Anne Frank,Otto M. Frank,Mirjam Pressler,Susan Mas"
4052,Stedman Graham
4053,"Michel Houellebecq,Frank Wynne"
4054,Deborah Morgan
4055,Daniel W. Patterson
4056,Jean Ritchie
4057,Matt Groening
4058,"Josie Lloyd,Emlyn Rees"
4059,Germaine Greer
4060,Henry Root
4061,Paul M. Angle
4062,"Stephen King,Dave McKean"
4063,Florence Scovel-Shinn
4064,Terry Alford
4065,Diana Culbertson
4066,Janet Lunn
4067,Tim Wynne-Jones
4068,Brian Doyle
4069,Karleen Bradford
4070,Martha Brooks
4071,Judith Arnold
4072,Diane Schoemperlen
4073,Christina Schwarz
4074,Molly Jong-Fast
4075,Shirley Jackson
4076,Rosemary Sutcliff
4077,Julie Reece Deaver
4078,"Mary Shelley,Marilyn Butler"
4079,Andre Norton
4080,Jacqueline Park
4081,Lindsey Davis
4082,Peter Tremayne
4083,Anne Eliot Crompton
4084,"Charles Dickens,Marcus Stone,John Bowen"
4085,Jules Watson
4086,Harris
4087,Angela Doherty
4088,Nicholas Guild
4089,Kim Lewis
4090,Frank McDonald
4091,Dell Shannon
4092,Rachel Billington
4093,Iain Finlay
4094,B. Wilson
4095,Ashland Price
4096,Rosemary Edghill
4097,Emma Blair
4098,Matthew Kneale
4099,Marian Thurm
4100,John Peterman
4101,Cynthia Borris
4102,"Martin Waddell,Patrick Benson"
4103,"Ole Risom,Richard Scarry"
4104,"Sandra Boynton,Sandra Boynton"
4105,Sandra Boynton
4106,P.D. Eastman
4107,"H. A. Rey,Margret Rey"
4108,David Icke
4109,"William Shakespeare,Rex Gibson"
4110,"N. Kantaris,P.R.M. Oliver"
4111,"Michael Jan Friedman,Dave Stern"
4112,Norton Juster
4113,Marge Piercy
4114,Craig Nova
4115,"Henry James,Mark Le Fanu"
4116,Ulrich Holbein
4117,"Mark Childress,Rudolf Hermstein"
4118,Gemma Alexander
4119,Patricia Lewin
4120,Marti Leimbach
4121,Romain Gary (Émile Ajar)
4122,"Donald J. Sobol,Ted Enik"
4123,"Sushil Jajodia,V. S. Subrahmanian"
4124,"Steve Cunningham,Judson Rosebush"
4125,Donnie O'Quinn
4126,Stephen Cosgrove
4127,"Jesse Liberty,Mark Cashman"
4128,"David Guterson,Christa Krüger"
4129,Doris Dörrie
4130,Fanny Morweiser
4131,Colum McCann
4132,"Donna W. Cross,Wolfgang Neuhaus"
4133,Jan Mehlum
4134,Jessica Andersen
4135,Jerry B. Jenkins
4136,"Bram Stoker,Leonard Wolf"
4137,"A. N. Roquelaure,Anne Rice"
4138,Barbara Hambly
4139,Prosper Mérimée
4140,Dietrich Schwanitz
4141,Cora Stephan
4142,Gregor Sander
4143,"André Gide,Raimund Theis,Christine Stemmermann"
4144,"Pierre Joffroy,Ulrich Kunzmann"
4145,Stefan Zweig
4146,Friederike Mayröcker
4147,"Alejo Carpentier,Anneliese Botond"
4148,Willy Breinholst
4149,Alan Durband
4150,"Patrick Süskind,Jean-Jacques Sempe"
4151,Eoin Colfer
4152,Deborah Moggach
4153,"Shulamit Lapid,Mirjam Pressler"
4154,Christopher Dolley
4155,Elinor Lipman
4156,"Lucius Shepard,J. K. Potter"
4157,Robert Kelley
4158,Walter Pruncel
4159,"Frances Hodgson Burnett,Klaus Müller"
4160,Roberto Calasso
4161,Peter Fitzsimons
4162,Zecharia Sitchin
4163,Penthouse International
4164,Margaret Weis And Tracy Hickman
4165,Louise Voss
4166,Meredith Ann Pierce
4167,Kathryn M. Drennan
4168,"Pablo Neruda,W.S. Merwin"
4169,"Phil Hirsch,Brian Buniak"
4170,Deborah Scott
4171,David Poyer
4172,Barbara Seuling
4173,Rebecca O'Connell
4174,"Jean Rhys,Hilary Jenkins"
4175,"Sally Beauman,Daphne Du Maurier"
4176,Glen Grant
4177,Harry Crews
4178,Mike Miller
4179,Jan Brett
4180,Jerry W. Ward
4181,Tenaya Darlington
4182,Douglas Pagels
4183,Patricia Wayant
4184,Gary D. Chapman
4185,Larry Burkett
4186,"The Editors Of People Magazine,The Editors Of Peop"
4187,"The Editors Of Entertainment Weekly,The Editors Of"
4188,Joe Stahlkuppe
4189,Stormie Omartian
4190,Rita Dove
4191,Jewel
4192,Nikki Giovanni
4193,"Tony Medina,Louis Reyes Rivera,Sonia Sanchez"
4194,"Rita Dove,David Lehman"
4195,Diana Barron
4196,Kirby Record
4197,"Steven Ferry,Tanya Petrovna"
4198,Jean Krueger
4199,Joel Brouwer
4200,Donald W. Hayward
4201,Jeannette Eyerly
4202,Bill Buchanan
4203,Kandy Radzinski
4204,Jim Shepard
4205,George C. Williams
4206,"James Joyce,Dover Thrift Editions"
4207,Stephen Crane
4208,"William  Shakespeare,A. R. Braunmuller,Stephen  Or"
4209,Joel Spring
4210,"Rene Chartrand,Patrice Courcelle"
4211,"Rene Chartrand,Bill Younghusband"
4212,"Philip Haythornthwaite,Bryan Fosten"
4213,Richard Holmes
4214,"John Irving,George Guidall"
4215,Dave Marinaccio
4216,"Hunter S. Thompson,Ralph Steadman"
4217,Allison Pollack Alexander
4218,Corrie Ten Boom
4219,Jill Henry
4220,Nancy Block
4221,Janet Leigh
4222,Rachelle Nelson
4223,"W. Michael Gear,Kathleen O'Neal Gear"
4224,Charles R. Swindoll
4225,Steve Shagan
4226,Alex Beam
4227,Chris Kenry
4228,"Gabriel Garcia Marquez,G.G. Marquez,G.G. Marquez"
4229,Charlotte Bingham
4230,"Don Peppers,Martha Rogers"
4231,Michael Beres
4232,Kay
4233,Mary Kay Simmons
4234,Kathryn Lynn Davis
4235,P D James
4236,Marsha Boulton
4237,Vincent Bugliosi
4238,Bill H. Gates
4239,Bryan Cholfin
4240,David Eddings
4241,Edith Pargeter
4242,Katharine Kerr
4243,Hugh Sebag-Montefiore
4244,Michael Lee West
4245,Lurlene McDaniel
4246,Richard Evans
4247,Rosie Rushton
4248,Dermot Bolger
4249,Pamela Stephenson
4250,Ingrid Weaver
4251,Richard N. Bolles
4252,"Gwen Gotsch,Judy Torgus"
4253,"William Sears,Martha Sears"
4254,Vicki Iovine
4255,T. Berry Brazelton
4256,American College Of Obstetricians And Gynecologist
4257,"Marvin S. Eiger,Sally Wendkos Olds,Wendy Wray,Roe"
4258,Leslie Dunkling
4259,Robin Norwood
4260,Christina Baker Kline
4261,Gale Pryor
4262,Kate White
4263,Jan Guillou
4264,"Isabel Allende,Lieselotte Kolanoske"
4265,Michel Faber
4266,"Shelomoh Di-Nur,Philip Simpson"
4267,"F. Scott Fitzgerald,Jay Parini"
4268,Tony Earley
4269,"J. P. Donleavy,James Patrick Donleavy,Elliot Banfi"
4270,Stuart David
4271,Gay Courter
4272,"T.C. Boyle,James R. Kincaid"
4273,Beryl Bainbridge
4274,Kirsten Bakis
4275,Bellow
4276,David Almond
4277,Chinua Achebe
4278,Cheryl Ann Costa
4279,Sage
4280,"Manjusha Pawagi,Leanne Franson"
4281,Thomas E. O'Hara
4282,"Stephen Sondheim,James Lapine"
4283,Jim Currie
4284,Lauren Slater
4285,"John M. Gottman,Joan DeClaire"
4286,Frederick Lenz
4287,Scott S. Smith
4288,Erika Lopez
4289,"Marlo Morgan,Elke Vom Scheidt"
4290,Cynthia MacGregor
4291,Gary Mechler
4292,Steven P. Shelov M.D.
4293,"Vicki Lansky,Jack Lindstrom"
4294,Barry Reed
4295,Thomas Swan
4296,Martin Clark
4297,P. J. Tracy
4298,"Thomas Hardy,Tim Dolin"
4299,Harley Hahn
4300,"Cindy West,Mateu"
4301,"Charles M. Schulz,Justine Fontes,Charles M. Schulz"
4302,"Kathleen Duey,Omar Rayyan"
4303,Alice Alfonsi
4304,"Bill Wallace,Carol Wallace"
4305,Jean Van Leeuwen
4306,Adam Rapp
4307,Nicole Luiken
4308,"Liz Curtis Higgs,Nancy Munger"
4309,William Heffernan
4310,Norman Kelley
4311,Ruth Birmingham
4312,Paullina Simons
4313,Miriam Therese Winter
4314,Sid Kirchheimer
4315,"Tom Magliozzi,Greg Proops"
4316,Richard Lederer
4317,"Antoine De Saint-Exupéry,Richard Howard"
4318,"Henry W. Stine,Megan Stine"
4319,B. B. Jordan
4320,Leora Krygier
4321,David Thompson
4322,Diane Hoh
4323,Hayden Mead
4324,Kevin Jackson
4325,Tim Lebbon
4326,Steven Feinberg
4327,"Judith Reeves-Stevens,Garfield Reeves-Stevens"
4328,Richard L. McGuire
4329,Robert Poe
4330,"Louisa May Alcott,Paula Danziger"
4331,Charles Lamb
4332,"Paul B. Thompson,Tonya R. Carter"
4333,Robert S. Kane
4334,Helen Keller
4335,D. H. Lawrence
4336,Elise Juska
4337,"MaranGraphics,Ruth Maran"
4338,G. K. Chesterton
4339,"Roald Dahl,Michael Foreman"
4340,Robert Van De Castle
4341,Alan M. Dershowitz
4342,Mikal Gilmore
4343,Thomas Moore
4344,Kathy Cronkite
